Days Since March 17,County,Population,Total Sum Cases,New Cases per Day,Average Cases Per 7 Days,Average Daily Change in Cases Per 7 Days,Area of County,Number of MIP Charges
398,Crowley,6032,2156,2,0.42857142857142855,0.2857142857142857,787.42,0
399,Crowley,6032,2157,1,0.5714285714285714,0.14285714285714285,787.42,0
400,Crowley,6032,2157,0,0.5714285714285714,-0.14285714285714285,787.42,0
401,Crowley,6032,2159,2,0.7142857142857143,0.2857142857142857,787.42,0
402,Crowley,6032,2160,1,0.8571428571428571,0.14285714285714285,787.42,0
403,Crowley,6032,2160,0,0.8571428571428571,0.0,787.42,0
404,Crowley,6032,2160,0,0.8571428571428571,0.0,787.42,0
405,Crowley,6032,2160,0,0.8571428571428571,-0.2857142857142857,787.42,0
406,Crowley,6032,2161,1,0.7142857142857143,0.0,787.42,0
407,Crowley,6032,2161,0,0.5714285714285714,0.0,787.42,0
408,Crowley,6032,2169,8,1.7142857142857142,0.8571428571428571,787.42,0
409,Crowley,6032,2174,5,2.142857142857143,0.5714285714285714,787.42,0
380,Custer,5059,175,0,0,0,738.63,0
381,Custer,5059,176,1,0,0,738.63,0
382,Custer,5059,176,0,0,0,738.63,0
383,Custer,5059,176,0,0,0,738.63,0
384,Custer,5059,176,0,0,0,738.63,0
385,Custer,5059,176,0,0,0,738.63,0
386,Custer,5059,176,0,0,0,738.63,0
387,Custer,5059,176,0,0.14285714285714285,0.0,738.63,0
388,Custer,5059,176,0,0.14285714285714285,-0.14285714285714285,738.63,0
389,Custer,5059,177,1,0.14285714285714285,0.14285714285714285,738.63,0
390,Custer,5059,177,0,0.14285714285714285,0.0,738.63,0
391,Custer,5059,177,0,0.14285714285714285,0.0,738.63,0
392,Custer,5059,177,0,0.14285714285714285,0.0,738.63,0
393,Custer,5059,177,0,0.14285714285714285,0.0,738.63,0
394,Custer,5059,177,0,0.14285714285714285,0.0,738.63,0
395,Custer,5059,177,0,0.14285714285714285,0.0,738.63,0
396,Custer,5059,177,0,0.14285714285714285,-0.14285714285714285,738.63,0
397,Custer,5059,177,0,0.0,0.0,738.63,0
398,Custer,5059,177,0,0.0,0.0,738.63,0
399,Custer,5059,178,1,0.14285714285714285,0.14285714285714285,738.63,0
400,Custer,5059,184,6,1.0,0.8571428571428571,738.63,0
401,Custer,5059,185,1,1.1428571428571428,0.14285714285714285,738.63,0
402,Custer,5059,185,0,1.1428571428571428,0.0,738.63,0
403,Custer,5059,188,3,1.5714285714285714,0.42857142857142855,738.63,0
404,Custer,5059,188,0,1.5714285714285714,0.0,738.63,0
405,Custer,5059,188,0,1.5714285714285714,0.0,738.63,0
406,Custer,5059,188,0,1.5714285714285714,-0.14285714285714285,738.63,0
407,Custer,5059,189,1,1.5714285714285714,-0.7142857142857143,738.63,0
408,Custer,5059,189,0,0.7142857142857143,-0.14285714285714285,738.63,0
409,Custer,5059,190,1,0.7142857142857143,0.14285714285714285,738.63,0
380,Delta,31173,2544,0,0,0,1142.05,0
381,Delta,31173,2555,11,0,0,1142.05,0
382,Delta,31173,2558,3,0,0,1142.05,0
383,Delta,31173,2563,5,0,0,1142.05,0
384,Delta,31173,2563,0,0,0,1142.05,0
385,Delta,31173,2570,7,0,0,1142.05,0
386,Delta,31173,2570,0,0,0,1142.05,0
387,Delta,31173,2575,5,4.428571428571429,0.7142857142857143,1142.05,0
388,Delta,31173,2593,18,7.0,1.0,1142.05,0
389,Delta,31173,2595,2,5.714285714285714,-0.14285714285714285,1142.05,0
390,Delta,31173,2599,4,5.857142857142857,-0.14285714285714285,1142.05,0
391,Delta,31173,2599,0,5.142857142857143,0.0,1142.05,0
392,Delta,31173,2608,9,6.428571428571429,0.2857142857142857,1142.05,0
393,Delta,31173,2612,4,6.0,0.5714285714285714,1142.05,0
394,Delta,31173,2620,8,7.142857142857143,0.42857142857142855,1142.05,0
395,Delta,31173,2629,9,7.714285714285714,-1.2857142857142858,1142.05,0
396,Delta,31173,2635,6,6.0,0.5714285714285714,1142.05,0
397,Delta,31173,2638,3,6.142857142857143,-0.14285714285714285,1142.05,0
398,Delta,31173,2642,4,6.142857142857143,0.5714285714285714,1142.05,0
399,Delta,31173,2644,2,6.428571428571429,-1.0,1142.05,0
400,Delta,31173,2647,3,5.571428571428571,-0.14285714285714285,1142.05,0
401,Delta,31173,2648,1,5.142857142857143,-1.0,1142.05,0
402,Delta,31173,2651,3,4.428571428571429,-0.8571428571428571,1142.05,0
403,Delta,31173,2653,2,3.4285714285714284,-0.5714285714285714,1142.05,0
404,Delta,31173,2657,4,3.142857142857143,0.14285714285714285,1142.05,0
405,Delta,31173,2658,1,2.857142857142857,-0.42857142857142855,1142.05,0
406,Delta,31173,2660,2,2.5714285714285716,0.0,1142.05,0
407,Delta,31173,2661,1,2.4285714285714284,-0.2857142857142857,1142.05,0
408,Delta,31173,2665,4,2.5714285714285716,0.42857142857142855,1142.05,0
409,Delta,31173,2669,4,3.0,0.14285714285714285,1142.05,0
380,Denver,729239,64542,0,0,0,153.00,0
381,Denver,729239,64742,200,0,0,153.00,0
382,Denver,729239,64930,188,0,0,153.00,0
383,Denver,729239,65044,114,0,0,153.00,0
384,Denver,729239,65148,104,0,0,153.00,0
385,Denver,729239,65395,247,0,0,153.00,0
386,Denver,729239,65737,342,0,0,153.00,0
387,Denver,729239,65934,197,198.85714285714286,28.142857142857142,153.00,0
388,Denver,729239,66166,232,232.0,4.571428571428571,153.00,0
389,Denver,729239,66359,193,231.0,0.7142857142857143,153.00,0
390,Denver,729239,66509,150,225.57142857142858,5.142857142857143,153.00,0
391,Denver,729239,66592,83,221.14285714285714,-3.0,153.00,0
392,Denver,729239,66826,234,239.71428571428572,-1.8571428571428572,153.00,0
393,Denver,729239,67387,561,284.57142857142856,31.285714285714285,153.00,0
394,Denver,729239,67641,254,272.0,8.142857142857142,153.00,0
395,Denver,729239,67865,224,275.85714285714283,-1.1428571428571428,153.00,0
396,Denver,729239,68034,169,266.85714285714283,-3.4285714285714284,153.00,0
397,Denver,729239,68188,154,261.2857142857143,0.5714285714285714,153.00,0
398,Denver,729239,68255,67,249.42857142857142,-2.2857142857142856,153.00,0
399,Denver,729239,68518,263,275.14285714285717,4.142857142857143,153.00,0
400,Denver,729239,68682,164,265.14285714285717,-56.714285714285715,153.00,0
401,Denver,729239,68849,167,208.85714285714286,-12.428571428571429,153.00,0
402,Denver,729239,69048,199,201.0,-3.5714285714285716,153.00,0
403,Denver,729239,69248,200,197.57142857142858,4.428571428571429,153.00,0
404,Denver,729239,69387,139,193.28571428571428,-2.142857142857143,153.00,0
405,Denver,729239,69484,97,185.14285714285714,4.285714285714286,153.00,0
406,Denver,729239,69820,336,223.57142857142858,10.428571428571429,153.00,0
407,Denver,729239,70027,207,215.57142857142858,6.142857142857143,153.00,0
408,Denver,729239,70296,269,230.57142857142858,14.571428571428571,153.00,0
409,Denver,729239,70444,148,227.85714285714286,-7.285714285714286,153.00,0
380,Dolores,2037,67,0,0,0,1067.05,0
381,Dolores,2037,67,0,0,0,1067.05,0
382,Dolores,2037,67,0,0,0,1067.05,0
383,Dolores,2037,67,0,0,0,1067.05,0
384,Dolores,2037,67,0,0,0,1067.05,0
385,Dolores,2037,67,0,0,0,1067.05,0
386,Dolores,2037,67,0,0,0,1067.05,0
387,Dolores,2037,67,0,0.0,0.0,1067.05,0
388,Dolores,2037,67,0,0.0,0.0,1067.05,0
389,Dolores,2037,67,0,0.0,0.0,1067.05,0
390,Dolores,2037,67,0,0.0,0.0,1067.05,0
391,Dolores,2037,67,0,0.0,0.0,1067.05,0
392,Dolores,2037,67,0,0.0,0.0,1067.05,0
393,Dolores,2037,67,0,0.0,0.0,1067.05,0
394,Dolores,2037,72,5,0.7142857142857143,0.7142857142857143,1067.05,0
395,Dolores,2037,72,0,0.7142857142857143,0.0,1067.05,0
396,Dolores,2037,73,1,0.8571428571428571,0.14285714285714285,1067.05,0
397,Dolores,2037,72,-1,0.7142857142857143,-0.14285714285714285,1067.05,0
398,Dolores,2037,75,3,1.1428571428571428,0.42857142857142855,1067.05,0
399,Dolores,2037,75,0,1.1428571428571428,0.0,1067.05,0
400,Dolores,2037,77,2,1.4285714285714286,0.2857142857142857,1067.05,0
401,Dolores,2037,77,0,1.4285714285714286,-0.7142857142857143,1067.05,0
402,Dolores,2037,76,-1,0.5714285714285714,-0.14285714285714285,1067.05,0
403,Dolores,2037,77,1,0.7142857142857143,0.0,1067.05,0
404,Dolores,2037,77,0,0.5714285714285714,0.14285714285714285,1067.05,0
405,Dolores,2037,77,0,0.7142857142857143,-0.42857142857142855,1067.05,0
406,Dolores,2037,77,0,0.2857142857142857,0.0,1067.05,0
407,Dolores,2037,77,0,0.2857142857142857,-0.2857142857142857,1067.05,0
408,Dolores,2037,77,0,0.0,0.0,1067.05,0
409,Dolores,2037,77,0,0.0,0.14285714285714285,1067.05,0
380,Douglas,351528,23895,0,0,0,840.25,0
381,Douglas,351528,24038,143,0,0,840.25,0
382,Douglas,351528,24186,148,0,0,840.25,0
383,Douglas,351528,24290,104,0,0,840.25,0
384,Douglas,351528,24365,75,0,0,840.25,0
385,Douglas,351528,24467,102,0,0,840.25,0
386,Douglas,351528,24611,144,0,0,840.25,0
387,Douglas,351528,24774,163,125.57142857142857,23.285714285714285,840.25,0
388,Douglas,351528,24902,128,143.85714285714286,-2.142857142857143,840.25,0
389,Douglas,351528,25016,114,139.71428571428572,-4.857142857142857,840.25,0
390,Douglas,351528,25116,100,132.85714285714286,-0.5714285714285714,840.25,0
391,Douglas,351528,25205,89,130.71428571428572,2.0,840.25,0
392,Douglas,351528,25355,150,141.42857142857142,6.857142857142857,840.25,0
393,Douglas,351528,25673,318,172.28571428571428,24.857142857142858,840.25,0
394,Douglas,351528,25799,126,169.71428571428572,-5.285714285714286,840.25,0
395,Douglas,351528,26014,215,177.14285714285714,12.428571428571429,840.25,0
396,Douglas,351528,26128,114,175.14285714285714,0.0,840.25,0
397,Douglas,351528,26223,95,172.42857142857142,-0.7142857142857143,840.25,0
398,Douglas,351528,26271,48,165.0,-5.857142857142857,840.25,0
399,Douglas,351528,26379,108,167.71428571428572,-6.0,840.25,0
400,Douglas,351528,26472,93,159.57142857142858,-32.142857142857146,840.25,0
401,Douglas,351528,26671,199,142.57142857142858,10.428571428571429,840.25,0
402,Douglas,351528,26820,149,145.85714285714286,-9.428571428571429,840.25,0
403,Douglas,351528,26994,174,140.0,8.571428571428571,840.25,0
404,Douglas,351528,27142,148,144.85714285714286,7.571428571428571,840.25,0
405,Douglas,351528,27206,64,140.42857142857142,2.2857142857142856,840.25,0
406,Douglas,351528,27396,190,160.71428571428572,11.714285714285714,840.25,0
407,Douglas,351528,27477,81,156.85714285714286,-1.7142857142857142,840.25,0
408,Douglas,351528,27704,227,176.0,4.0,840.25,0
409,Douglas,351528,27809,105,162.57142857142858,-6.285714285714286,840.25,0
380,Eagle,55070,5756,0,0,0,1684.53,10
381,Eagle,55070,5777,21,0,0,1684.53,10
382,Eagle,55070,5790,13,0,0,1684.53,10
383,Eagle,55070,5799,9,0,0,1684.53,10
384,Eagle,55070,5809,10,0,0,1684.53,10
385,Eagle,55070,5842,33,0,0,1684.53,10
386,Eagle,55070,5860,18,0,0,1684.53,10
387,Eagle,55070,5889,29,19.0,4.142857142857143,1684.53,10
388,Eagle,55070,5910,21,22.0,0.0,1684.53,10
389,Eagle,55070,5937,27,22.857142857142858,2.0,1684.53,10
390,Eagle,55070,5955,18,23.571428571428573,1.2857142857142858,1684.53,10
391,Eagle,55070,5961,6,23.142857142857142,-0.5714285714285714,1684.53,10
392,Eagle,55070,5988,27,25.571428571428573,-0.8571428571428571,1684.53,10
393,Eagle,55070,6009,21,23.857142857142858,0.42857142857142855,1684.53,10
394,Eagle,55070,6018,9,22.571428571428573,-2.857142857142857,1684.53,10
395,Eagle,55070,6036,18,21.0,-0.42857142857142855,1684.53,10
396,Eagle,55070,6045,9,19.285714285714285,-2.5714285714285716,1684.53,10
397,Eagle,55070,6055,10,16.857142857142858,-1.1428571428571428,1684.53,10
398,Eagle,55070,6064,9,15.571428571428571,0.42857142857142855,1684.53,10
399,Eagle,55070,6089,25,18.285714285714285,-0.2857142857142857,1684.53,10
400,Eagle,55070,6107,18,17.0,-0.42857142857142855,1684.53,10
401,Eagle,55070,6123,16,16.285714285714285,1.0,1684.53,10
402,Eagle,55070,6138,15,17.142857142857142,-0.42857142857142855,1684.53,10
403,Eagle,55070,6150,12,16.285714285714285,0.42857142857142855,1684.53,10
404,Eagle,55070,6157,7,16.0,-0.42857142857142855,1684.53,10
405,Eagle,55070,6165,8,15.714285714285714,-0.14285714285714285,1684.53,10
406,Eagle,55070,6176,11,16.0,-2.0,1684.53,10
407,Eagle,55070,6184,8,13.571428571428571,-1.4285714285714286,1684.53,10
408,Eagle,55070,6197,13,12.857142857142858,-0.42857142857142855,1684.53,10
409,Eagle,55070,6215,18,13.142857142857142,0.42857142857142855,1684.53,10
380,El Paso,722493,56922,0,0,0,2126.80,11
381,El Paso,722493,57190,268,0,0,2126.80,11
382,El Paso,722493,57413,223,0,0,2126.80,11
383,El Paso,722493,57603,190,0,0,2126.80,11
384,El Paso,722493,57731,128,0,0,2126.80,11
385,El Paso,722493,57917,186,0,0,2126.80,11
386,El Paso,722493,58206,289,0,0,2126.80,11
387,El Paso,722493,58473,267,221.57142857142858,38.142857142857146,2126.80,11
388,El Paso,722493,58702,229,254.28571428571428,-5.571428571428571,2126.80,11
389,El Paso,722493,58854,152,237.71428571428572,-10.142857142857142,2126.80,11
390,El Paso,722493,59003,149,227.14285714285714,-5.857142857142857,2126.80,11
391,El Paso,722493,59168,165,223.57142857142858,5.285714285714286,2126.80,11
392,El Paso,722493,59499,331,252.57142857142858,20.714285714285715,2126.80,11
393,El Paso,722493,59783,284,266.57142857142856,-0.7142857142857143,2126.80,11
394,El Paso,722493,59979,196,253.28571428571428,-10.142857142857142,2126.80,11
395,El Paso,722493,60309,330,262.2857142857143,14.428571428571429,2126.80,11
396,El Paso,722493,60485,176,254.71428571428572,3.4285714285714284,2126.80,11
397,El Paso,722493,60646,161,256.0,1.7142857142857142,2126.80,11
398,El Paso,722493,60762,116,251.28571428571428,-7.0,2126.80,11
399,El Paso,722493,61137,375,281.2857142857143,6.285714285714286,2126.80,11
400,El Paso,722493,61361,224,266.0,-8.571428571428571,2126.80,11
401,El Paso,722493,61751,390,281.14285714285717,27.714285714285715,2126.80,11
402,El Paso,722493,62034,283,293.57142857142856,-6.714285714285714,2126.80,11
403,El Paso,722493,62254,220,277.85714285714283,6.285714285714286,2126.80,11
404,El Paso,722493,62522,268,291.0,15.285714285714286,2126.80,11
405,El Paso,722493,62722,200,296.57142857142856,12.0,2126.80,11
406,El Paso,722493,62982,260,317.14285714285717,-16.428571428571427,2126.80,11
407,El Paso,722493,63082,100,277.85714285714283,-17.714285714285715,2126.80,11
408,El Paso,722493,63562,480,314.42857142857144,12.857142857142858,2126.80,11
409,El Paso,722493,63886,324,305.0,5.857142857142857,2126.80,11
380,Elbert,26686,1427,0,0,0,1850.85,0
381,Elbert,26686,1429,2,0,0,1850.85,0
382,Elbert,26686,1439,10,0,0,1850.85,0
383,Elbert,26686,1442,3,0,0,1850.85,0
384,Elbert,26686,1447,5,0,0,1850.85,0
385,Elbert,26686,1455,8,0,0,1850.85,0
386,Elbert,26686,1460,5,0,0,1850.85,0
387,Elbert,26686,1471,11,6.285714285714286,1.5714285714285714,1850.85,0
388,Elbert,26686,1478,7,7.285714285714286,0.7142857142857143,1850.85,0
389,Elbert,26686,1484,6,7.857142857142857,-0.5714285714285714,1850.85,0
390,Elbert,26686,1491,7,7.428571428571429,0.5714285714285714,1850.85,0
391,Elbert,26686,1498,7,8.0,0.2857142857142857,1850.85,0
392,Elbert,26686,1502,4,7.857142857142857,-0.5714285714285714,1850.85,0
393,Elbert,26686,1513,11,8.285714285714286,0.8571428571428571,1850.85,0
394,Elbert,26686,1523,10,9.0,-0.14285714285714285,1850.85,0
395,Elbert,26686,1539,16,9.714285714285714,1.2857142857142858,1850.85,0
396,Elbert,26686,1549,10,10.142857142857142,0.5714285714285714,1850.85,0
397,Elbert,26686,1552,3,9.714285714285714,-0.5714285714285714,1850.85,0
398,Elbert,26686,1555,3,9.142857142857142,-0.5714285714285714,1850.85,0
399,Elbert,26686,1565,10,9.571428571428571,0.8571428571428571,1850.85,0
400,Elbert,26686,1573,8,10.142857142857142,-0.42857142857142855,1850.85,0
401,Elbert,26686,1587,14,10.571428571428571,0.5714285714285714,1850.85,0
402,Elbert,26686,1596,9,10.428571428571429,-1.0,1850.85,0
403,Elbert,26686,1604,8,9.285714285714286,-0.2857142857142857,1850.85,0
404,Elbert,26686,1617,13,9.714285714285714,1.4285714285714286,1850.85,0
405,Elbert,26686,1622,5,10.0,0.2857142857142857,1850.85,0
406,Elbert,26686,1641,19,12.285714285714286,1.2857142857142858,1850.85,0
407,Elbert,26686,1644,3,11.285714285714286,-0.7142857142857143,1850.85,0
408,Elbert,26686,1659,15,12.285714285714286,0.14285714285714285,1850.85,0
409,Elbert,26686,1662,3,10.714285714285714,-0.8571428571428571,1850.85,0
380,Fremont,47645,5651,0,0,0,1533.07,0
381,Fremont,47645,5661,10,0,0,1533.07,0
382,Fremont,47645,5666,5,0,0,1533.07,0
383,Fremont,47645,5673,7,0,0,1533.07,0
384,Fremont,47645,5675,2,0,0,1533.07,0
385,Fremont,47645,5679,4,0,0,1533.07,0
386,Fremont,47645,5686,7,0,0,1533.07,0
387,Fremont,47645,5697,11,6.571428571428571,1.5714285714285714,1533.07,0
388,Fremont,47645,5708,11,8.142857142857142,0.14285714285714285,1533.07,0
389,Fremont,47645,5714,6,7.571428571428571,0.14285714285714285,1533.07,0
390,Fremont,47645,5717,3,7.285714285714286,-0.5714285714285714,1533.07,0
391,Fremont,47645,5722,5,7.0,0.42857142857142855,1533.07,0
392,Fremont,47645,5737,15,8.857142857142858,1.5714285714285714,1533.07,0
393,Fremont,47645,5745,8,9.428571428571429,0.14285714285714285,1533.07,0
394,Fremont,47645,5752,7,9.428571428571429,-0.5714285714285714,1533.07,0
395,Fremont,47645,5789,37,13.142857142857142,3.7142857142857144,1533.07,0
396,Fremont,47645,5798,9,12.857142857142858,0.42857142857142855,1533.07,0
397,Fremont,47645,5807,9,13.285714285714286,0.8571428571428571,1533.07,0
398,Fremont,47645,5813,6,13.714285714285714,0.14285714285714285,1533.07,0
399,Fremont,47645,5827,14,15.0,-0.14285714285714285,1533.07,0
400,Fremont,47645,5844,17,15.285714285714286,1.2857142857142858,1533.07,0
401,Fremont,47645,5868,24,17.571428571428573,2.4285714285714284,1533.07,0
402,Fremont,47645,5888,20,19.428571428571427,-2.4285714285714284,1533.07,0
403,Fremont,47645,5915,27,18.0,2.5714285714285716,1533.07,0
404,Fremont,47645,5947,32,21.285714285714285,3.2857142857142856,1533.07,0
405,Fremont,47645,5956,9,21.285714285714285,0.42857142857142855,1533.07,0
406,Fremont,47645,5960,4,21.0,-1.4285714285714286,1533.07,0
407,Fremont,47645,5972,12,20.714285714285715,-0.7142857142857143,1533.07,0
408,Fremont,47645,6003,31,22.714285714285715,1.0,1533.07,0
409,Fremont,47645,6032,29,23.428571428571427,1.2857142857142858,1533.07,0
380,Garfield,60168,5439,0,0,0,2947.56,10
381,Garfield,60168,5455,16,0,0,2947.56,10
382,Garfield,60168,5470,15,0,0,2947.56,10
383,Garfield,60168,5481,11,0,0,2947.56,10
384,Garfield,60168,5489,8,0,0,2947.56,10
385,Garfield,60168,5497,8,0,0,2947.56,10
386,Garfield,60168,5513,16,0,0,2947.56,10
387,Garfield,60168,5534,21,13.571428571428571,3.0,2947.56,10
388,Garfield,60168,5561,27,17.428571428571427,1.5714285714285714,2947.56,10
389,Garfield,60168,5566,5,15.857142857142858,-1.4285714285714286,2947.56,10
390,Garfield,60168,5574,8,14.857142857142858,-0.42857142857142855,2947.56,10
391,Garfield,60168,5580,6,14.142857142857142,-0.2857142857142857,2947.56,10
392,Garfield,60168,5605,25,16.571428571428573,2.4285714285714284,2947.56,10
393,Garfield,60168,5615,10,16.857142857142858,-0.8571428571428571,2947.56,10
394,Garfield,60168,5629,14,16.571428571428573,-1.0,2947.56,10
395,Garfield,60168,5640,11,15.142857142857142,-2.2857142857142856,2947.56,10
396,Garfield,60168,5648,8,12.428571428571429,0.42857142857142855,2947.56,10
397,Garfield,60168,5653,5,12.428571428571429,-0.42857142857142855,2947.56,10
398,Garfield,60168,5660,7,12.285714285714286,0.14285714285714285,2947.56,10
399,Garfield,60168,5673,13,13.285714285714286,-1.7142857142857142,2947.56,10
400,Garfield,60168,5678,5,10.428571428571429,-0.7142857142857143,2947.56,10
401,Garfield,60168,5692,14,11.0,0.0,2947.56,10
402,Garfield,60168,5697,5,9.714285714285714,-0.8571428571428571,2947.56,10
403,Garfield,60168,5708,11,9.714285714285714,0.42857142857142855,2947.56,10
404,Garfield,60168,5721,13,10.428571428571429,1.1428571428571428,2947.56,10
405,Garfield,60168,5724,3,10.142857142857142,-0.5714285714285714,2947.56,10
406,Garfield,60168,5730,6,10.0,-1.0,2947.56,10
407,Garfield,60168,5740,10,9.571428571428571,0.7142857142857143,2947.56,10
408,Garfield,60168,5754,14,10.857142857142858,0.0,2947.56,10
409,Garfield,60168,5760,6,9.714285714285714,0.14285714285714285,2947.56,10
380,Gilpin,6215,188,0,0,0,149.90,0
381,Gilpin,6215,189,1,0,0,149.90,0
382,Gilpin,6215,191,2,0,0,149.90,0
383,Gilpin,6215,191,0,0,0,149.90,0
384,Gilpin,6215,191,0,0,0,149.90,0
385,Gilpin,6215,196,5,0,0,149.90,0
386,Gilpin,6215,197,1,0,0,149.90,0
387,Gilpin,6215,199,2,1.5714285714285714,0.2857142857142857,149.90,0
388,Gilpin,6215,201,2,1.8571428571428572,0.14285714285714285,149.90,0
389,Gilpin,6215,201,0,1.7142857142857142,-0.2857142857142857,149.90,0
390,Gilpin,6215,203,2,1.7142857142857142,0.2857142857142857,149.90,0
391,Gilpin,6215,203,0,1.7142857142857142,0.0,149.90,0
392,Gilpin,6215,206,3,2.142857142857143,-0.2857142857142857,149.90,0
393,Gilpin,6215,207,1,1.5714285714285714,0.0,149.90,0
394,Gilpin,6215,209,2,1.7142857142857142,0.0,149.90,0
395,Gilpin,6215,210,1,1.5714285714285714,-0.14285714285714285,149.90,0
396,Gilpin,6215,211,1,1.4285714285714286,0.14285714285714285,149.90,0
397,Gilpin,6215,212,1,1.5714285714285714,-0.14285714285714285,149.90,0
398,Gilpin,6215,212,0,1.2857142857142858,0.0,149.90,0
399,Gilpin,6215,214,2,1.5714285714285714,-0.14285714285714285,149.90,0
400,Gilpin,6215,214,0,1.1428571428571428,-0.14285714285714285,149.90,0
401,Gilpin,6215,215,1,1.1428571428571428,-0.14285714285714285,149.90,0
402,Gilpin,6215,216,1,1.0,0.0,149.90,0
403,Gilpin,6215,216,0,0.8571428571428571,-0.14285714285714285,149.90,0
404,Gilpin,6215,219,3,1.1428571428571428,0.2857142857142857,149.90,0
405,Gilpin,6215,219,0,1.0,0.0,149.90,0
406,Gilpin,6215,220,1,1.1428571428571428,-0.14285714285714285,149.90,0
407,Gilpin,6215,220,0,0.8571428571428571,0.0,149.90,0
408,Gilpin,6215,222,2,1.1428571428571428,0.14285714285714285,149.90,0
409,Gilpin,6215,224,2,1.2857142857142858,0.14285714285714285,149.90,0
380,Grand,15718,1338,0,0,0,1846.33,0
381,Grand,15718,1342,4,0,0,1846.33,0
382,Grand,15718,1343,1,0,0,1846.33,0
383,Grand,15718,1344,1,0,0,1846.33,0
384,Grand,15718,1350,6,0,0,1846.33,0
385,Grand,15718,1351,1,0,0,1846.33,0
386,Grand,15718,1358,7,0,0,1846.33,0
387,Grand,15718,1369,11,4.428571428571429,1.5714285714285714,1846.33,0
388,Grand,15718,1370,1,4.571428571428571,-0.42857142857142855,1846.33,0
389,Grand,15718,1374,4,4.571428571428571,0.42857142857142855,1846.33,0
390,Grand,15718,1380,6,5.285714285714286,0.7142857142857143,1846.33,0
391,Grand,15718,1386,6,6.0,0.0,1846.33,0
392,Grand,15718,1390,4,5.714285714285714,0.42857142857142855,1846.33,0
393,Grand,15718,1390,0,5.571428571428571,-1.0,1846.33,0
394,Grand,15718,1397,7,5.571428571428571,-0.5714285714285714,1846.33,0
395,Grand,15718,1400,3,4.428571428571429,0.2857142857142857,1846.33,0
396,Grand,15718,1404,4,4.857142857142857,0.0,1846.33,0
397,Grand,15718,1408,4,4.857142857142857,-0.2857142857142857,1846.33,0
398,Grand,15718,1409,1,4.142857142857143,-0.7142857142857143,1846.33,0
399,Grand,15718,1412,3,3.7142857142857144,-0.14285714285714285,1846.33,0
400,Grand,15718,1412,0,3.142857142857143,0.0,1846.33,0
401,Grand,15718,1420,8,4.285714285714286,0.14285714285714285,1846.33,0
402,Grand,15718,1422,2,3.5714285714285716,-0.14285714285714285,1846.33,0
403,Grand,15718,1427,5,3.857142857142857,0.14285714285714285,1846.33,0
404,Grand,15718,1437,10,4.714285714285714,0.8571428571428571,1846.33,0
405,Grand,15718,1438,1,4.285714285714286,0.0,1846.33,0
406,Grand,15718,1440,2,4.428571428571429,-0.14285714285714285,1846.33,0
407,Grand,15718,1441,1,4.142857142857143,0.14285714285714285,1846.33,0
408,Grand,15718,1449,8,5.285714285714286,0.0,1846.33,0
409,Grand,15718,1451,2,4.428571428571429,0.0,1846.33,0
380,Gunnison,17495,1258,0,0,0,3239.10,0
381,Gunnison,17495,1259,1,0,0,3239.10,0
382,Gunnison,17495,1260,1,0,0,3239.10,0
383,Gunnison,17495,1262,2,0,0,3239.10,0
384,Gunnison,17495,1262,0,0,0,3239.10,0
385,Gunnison,17495,1262,0,0,0,3239.10,0
386,Gunnison,17495,1264,2,0,0,3239.10,0
387,Gunnison,17495,1265,1,1.0,0.14285714285714285,3239.10,0
388,Gunnison,17495,1272,7,2.0,0.8571428571428571,3239.10,0
389,Gunnison,17495,1273,1,2.0,0.0,3239.10,0
390,Gunnison,17495,1275,2,2.142857142857143,0.0,3239.10,0
391,Gunnison,17495,1275,0,1.8571428571428572,0.0,3239.10,0
392,Gunnison,17495,1276,1,2.0,0.14285714285714285,3239.10,0
393,Gunnison,17495,1285,9,3.2857142857142856,1.0,3239.10,0
394,Gunnison,17495,1288,3,3.4285714285714284,0.2857142857142857,3239.10,0
395,Gunnison,17495,1292,4,3.857142857142857,-0.42857142857142855,3239.10,0
396,Gunnison,17495,1296,4,3.4285714285714284,0.42857142857142855,3239.10,0
397,Gunnison,17495,1298,2,3.5714285714285716,0.0,3239.10,0
398,Gunnison,17495,1299,1,3.4285714285714284,0.14285714285714285,3239.10,0
399,Gunnison,17495,1303,4,4.0,0.42857142857142855,3239.10,0
400,Gunnison,17495,1303,0,3.857142857142857,-1.2857142857142858,3239.10,0
401,Gunnison,17495,1307,4,3.142857142857143,0.14285714285714285,3239.10,0
402,Gunnison,17495,1307,0,2.7142857142857144,-0.5714285714285714,3239.10,0
403,Gunnison,17495,1310,3,2.5714285714285716,-0.14285714285714285,3239.10,0
404,Gunnison,17495,1312,2,2.2857142857142856,0.0,3239.10,0
405,Gunnison,17495,1314,2,2.2857142857142856,0.14285714285714285,3239.10,0
406,Gunnison,17495,1317,3,2.5714285714285716,-0.14285714285714285,3239.10,0
407,Gunnison,17495,1317,0,2.0,0.0,3239.10,0
408,Gunnison,17495,1321,4,2.5714285714285716,0.0,3239.10,0
409,Gunnison,17495,1322,1,2.142857142857143,0.14285714285714285,3239.10,0
380,Hinsdale,819,16,0,0,0,1117.25,0
381,Hinsdale,819,16,0,0,0,1117.25,0
382,Hinsdale,819,18,2,0,0,1117.25,0
383,Hinsdale,819,17,-1,0,0,1117.25,0
